state-name,month,season,season and year,quadrant ,quadrant + year,milk production per cow,avg heat index
Texas,4/2008,Spring,Spring 2008,Q2,Q2 2008,"1,770",
Texas,5/2008,Spring,Spring 2008,Q2,Q2 2008,"1,800",
Texas,6/2008,Summer,Summer 2008,Q2,Q2 2008,"1,690",
Texas,7/2008,Summer,Summer 2008,Q3,Q3 2008,"1,675",
Texas,8/2008,Summer,Summer 2008,Q3,Q3 2008,"1,605",
Texas,9/2008,Autumn,Autumn 2008,Q3,Q3 2008,"1,550",
Texas,10/2008,Autumn,Autumn 2008,Q4,Q4 2008,"1,625",
Texas,11/2008,Autumn,Autumn 2008,Q4,Q4 2008,"1,600",
Texas,12/2008,Winter,Winter 2008,Q4,Q4 2008,"1,715",
Texas,1/2009,Winter,Winter 2009,Q1,Q1 2009,"1,780",
Texas,2/2009,Winter,Winter 2009,Q1,Q1 2009,"1,650",
Texas,3/2009,Spring,Spring 2009,Q1,Q1 2009,"1,850",
Texas,4/2009,Spring,Spring 2009,Q2,Q2 2009,"1,810",
Texas,5/2009,Spring,Spring 2009,Q2,Q2 2009,"1,835",
Texas,6/2009,Summer,Summer 2009,Q2,Q2 2009,"1,710",
Texas,7/2009,Summer,Summer 2009,Q3,Q3 2009,"1,700",
Texas,8/2009,Summer,Summer 2009,Q3,Q3 2009,"1,680",
Texas,9/2009,Autumn,Autumn 2009,Q3,Q3 2009,"1,660",
Texas,10/2009,Autumn,Autumn 2009,Q4,Q4 2009,"1,720",
Texas,11/2009,Autumn,Autumn 2009,Q4,Q4 2009,"1,710",
Texas,12/2009,Winter,Winter 2009,Q4,Q4 2009,"1,795",
Texas,1/2010,Winter,Winter 2010,Q1,Q1 2010,"1,805",
Texas,2/2010,Winter,Winter 2010,Q1,Q1 2010,"1,640",
Texas,3/2010,Spring,Spring 2010,Q1,Q1 2010,"1,890",
Texas,4/2010,Spring,Spring 2010,Q2,Q2 2010,"1,855",
Texas,5/2010,Spring,Spring 2010,Q2,Q2 2010,"1,880",
Texas,6/2010,Summer,Summer 2010,Q2,Q2 2010,"1,775",
Texas,7/2010,Summer,Summer 2010,Q3,Q3 2010,"1,775",
Texas,8/2010,Summer,Summer 2010,Q3,Q3 2010,"1,695",
Texas,9/2010,Autumn,Autumn 2010,Q3,Q3 2010,"1,695",
Texas,10/2010,Autumn,Autumn 2010,Q4,Q4 2010,"1,775",
Texas,11/2010,Autumn,Autumn 2010,Q4,Q4 2010,"1,750",
Texas,12/2010,Winter,Winter 2010,Q4,Q4 2010,"1,845",
Texas,1/2011,Winter,Winter 2011,Q1,Q1 2011,"1,875",
Texas,2/2011,Winter,Winter 2011,Q1,Q1 2011,"1,720",
Texas,3/2011,Spring,Spring 2011,Q1,Q1 2011,"1,945",
Texas,4/2011,Spring,Spring 2011,Q2,Q2 2011,"1,915",
Texas,5/2011,Spring,Spring 2011,Q2,Q2 2011,"1,955",
Texas,6/2011,Summer,Summer 2011,Q2,Q2 2011,"1,850",
Texas,7/2011,Summer,Summer 2011,Q3,Q3 2011,"1,835",
Texas,8/2011,Summer,Summer 2011,Q3,Q3 2011,"1,795",
Texas,9/2011,Autumn,Autumn 2011,Q3,Q3 2011,"1,780",
Texas,10/2011,Autumn,Autumn 2011,Q4,Q4 2011,"1,870",
Texas,11/2011,Autumn,Autumn 2011,Q4,Q4 2011,"1,815",
Texas,12/2011,Winter,Winter 2011,Q4,Q4 2011,"1,860",
Texas,1/2012,Winter,Winter 2012,Q1,Q1 2012,"1,900",
Texas,2/2012,Winter,Winter 2012,Q1,Q1 2012,"1,835",
Texas,3/2012,Spring,Spring 2012,Q1,Q1 2012,"1,995",
Texas,4/2012,Spring,Spring 2012,Q2,Q2 2012,"1,915",
Texas,5/2012,Spring,Spring 2012,Q2,Q2 2012,"1,925",
Texas,6/2012,Summer,Summer 2012,Q2,Q2 2012,"1,785",
Texas,7/2012,Summer,Summer 2012,Q3,Q3 2012,"1,770",
Texas,8/2012,Summer,Summer 2012,Q3,Q3 2012,"1,750",
Texas,9/2012,Autumn,Autumn 2012,Q3,Q3 2012,"1,705",
Texas,10/2012,Autumn,Autumn 2012,Q4,Q4 2012,"1,795",
Texas,11/2012,Autumn,Autumn 2012,Q4,Q4 2012,"1,770",
Texas,12/2012,Winter,Winter 2012,Q4,Q4 2012,"1,855",
Texas,1/2013,Winter,Winter 2013,Q1,Q1 2013,"1,880",
Texas,2/2013,Winter,Winter 2013,Q1,Q1 2013,"1,740",
Texas,7/2013,Summer,Summer 2013,Q3,Q3 2013,"1,885",
Texas,8/2013,Summer,Summer 2013,Q3,Q3 2013,"1,795",
Texas,9/2013,Autumn,Autumn 2013,Q3,Q3 2013,"1,700",
Texas,10/2013,Autumn,Autumn 2013,Q4,Q4 2013,"1,820",
Texas,11/2013,Autumn,Autumn 2013,Q4,Q4 2013,"1,770",
Texas,12/2013,Winter,Winter 2013,Q4,Q4 2013,"1,820",
Texas,1/2014,Winter,Winter 2014,Q1,Q1 2014,"1,925",
Texas,2/2014,Winter,Winter 2014,Q1,Q1 2014,"1,745",
Texas,3/2014,Spring,Spring 2014,Q1,Q1 2014,"1,965",
Texas,4/2014,Spring,Spring 2014,Q2,Q2 2014,"1,930",
Texas,5/2014,Spring,Spring 2014,Q2,Q2 2014,"1,990",
Texas,6/2014,Summer,Summer 2014,Q2,Q2 2014,"1,850",
Texas,7/2014,Summer,Summer 2014,Q3,Q3 2014,"1,840",
Texas,8/2014,Summer,Summer 2014,Q3,Q3 2014,"1,785",
Texas,9/2014,Autumn,Autumn 2014,Q3,Q3 2014,"1,745",
Texas,10/2014,Autumn,Autumn 2014,Q4,Q4 2014,"1,825",
Texas,11/2014,Autumn,Autumn 2014,Q4,Q4 2014,"1,785",
Texas,12/2014,Winter,Winter 2014,Q4,Q4 2014,"1,870",
Texas,1/2015,Winter,Winter 2015,Q1,Q1 2015,"1,910",
Texas,2/2015,Winter,Winter 2015,Q1,Q1 2015,"1,745",
Texas,3/2015,Spring,Spring 2015,Q1,Q1 2015,"1,925",
Texas,4/2015,Spring,Spring 2015,Q2,Q2 2015,"1,940",
Texas,5/2015,Spring,Spring 2015,Q2,Q2 2015,"1,975",
Texas,6/2015,Summer,Summer 2015,Q2,Q2 2015,"1,835",
Texas,7/2015,Summer,Summer 2015,Q3,Q3 2015,"1,850",
Texas,8/2015,Summer,Summer 2015,Q3,Q3 2015,"1,790",
Texas,9/2015,Autumn,Autumn 2015,Q3,Q3 2015,"1,785",
Texas,10/2015,Autumn,Autumn 2015,Q4,Q4 2015,"1,845",
Texas,11/2015,Autumn,Autumn 2015,Q4,Q4 2015,"1,785",
Texas,12/2015,Winter,Winter 2015,Q4,Q4 2015,"1,850",
Texas,1/2016,Winter,Winter 2016,Q1,Q1 2016,"1,835",
Texas,2/2016,Winter,Winter 2016,Q1,Q1 2016,"1,815",
Texas,3/2016,Spring,Spring 2016,Q1,Q1 2016,"1,990",
Texas,4/2016,Spring,Spring 2016,Q2,Q2 2016,"1,955",
Texas,5/2016,Spring,Spring 2016,Q2,Q2 2016,"1,975",
Texas,6/2016,Summer,Summer 2016,Q2,Q2 2016,"1,860",
Texas,7/2016,Summer,Summer 2016,Q3,Q3 2016,"1,860",
Texas,8/2016,Summer,Summer 2016,Q3,Q3 2016,"1,895",
Texas,9/2016,Autumn,Autumn 2016,Q3,Q3 2016,"1,775",
Texas,10/2016,Autumn,Autumn 2016,Q4,Q4 2016,"1,860",
Texas,11/2016,Autumn,Autumn 2016,Q4,Q4 2016,"1,845",
Texas,12/2016,Winter,Winter 2016,Q4,Q4 2016,"1,910",
Texas,1/2017,Winter,Winter 2017,Q1,Q1 2017,"1,990",
Texas,2/2017,Winter,Winter 2017,Q1,Q1 2017,"1,845",
Texas,3/2017,Spring,Spring 2017,Q1,Q1 2017,"2,100",
Texas,4/2017,Spring,Spring 2017,Q2,Q2 2017,"2,010",
Texas,5/2017,Spring,Spring 2017,Q2,Q2 2017,"2,075",
Texas,6/2017,Summer,Summer 2017,Q2,Q2 2017,"1,975",
Texas,7/2017,Summer,Summer 2017,Q3,Q3 2017,"1,990",
Texas,8/2017,Summer,Summer 2017,Q3,Q3 2017,"1,935",
Texas,9/2017,Autumn,Autumn 2017,Q3,Q3 2017,"1,830",
Texas,10/2017,Autumn,Autumn 2017,Q4,Q4 2017,"1,860",
Texas,11/2017,Autumn,Autumn 2017,Q4,Q4 2017,"1,850",
Texas,12/2017,Winter,Winter 2017,Q4,Q4 2017,"1,955",
Texas,1/2018,Winter,Winter 2018,Q1,Q1 2018,"1,985",
Texas,2/2018,Winter,Winter 2018,Q1,Q1 2018,"1,845",
Texas,3/2018,Spring,Spring 2018,Q1,Q1 2018,"2,105",
Texas,4/2018,Spring,Spring 2018,Q2,Q2 2018,"2,060",
Texas,5/2018,Spring,Spring 2018,Q2,Q2 2018,"2,120",
Texas,6/2018,Summer,Summer 2018,Q2,Q2 2018,"2,020",
Texas,7/2018,Summer,Summer 2018,Q3,Q3 2018,"2,050",
Texas,8/2018,Summer,Summer 2018,Q3,Q3 2018,"2,035",
Texas,9/2018,Autumn,Autumn 2018,Q3,Q3 2018,"1,925",
Texas,10/2018,Autumn,Autumn 2018,Q4,Q4 2018,"1,950",
Texas,11/2018,Autumn,Autumn 2018,Q4,Q4 2018,"1,890",
Texas,12/2018,Winter,Winter 2018,Q4,Q4 2018,"1,985",
Texas,1/2019,Winter,Winter 2019,Q1,Q1 2019,"2,065",
Texas,2/2019,Winter,Winter 2019,Q1,Q1 2019,"1,910",
Texas,3/2019,Spring,Spring 2019,Q1,Q1 2019,"2,125",
Texas,4/2019,Spring,Spring 2019,Q2,Q2 2019,"2,090",
Texas,5/2019,Spring,Spring 2019,Q2,Q2 2019,"2,120",
Texas,6/2019,Summer,Summer 2019,Q2,Q2 2019,"2,030",
Texas,7/2019,Summer,Summer 2019,Q3,Q3 2019,"2,065",
Texas,8/2019,Summer,Summer 2019,Q3,Q3 2019,"2,030",
Texas,9/2019,Autumn,Autumn 2019,Q3,Q3 2019,"1,995",
Texas,10/2019,Autumn,Autumn 2019,Q4,Q4 2019,"2,035",
Texas,11/2019,Autumn,Autumn 2019,Q4,Q4 2019,"1,955",
Texas,12/2019,Winter,Winter 2019,Q4,Q4 2019,"2,085",
Texas,1/2020,Winter,Winter 2020,Q1,Q1 2020,"2,145",
Texas,2/2020,Winter,Winter 2020,Q1,Q1 2020,"2,005",
Texas,3/2020,Spring,Spring 2020,Q1,Q1 2020,"2,180",
Texas,4/2020,Spring,Spring 2020,Q2,Q2 2020,"2,090",
Texas,5/2020,Spring,Spring 2020,Q2,Q2 2020,"2,075",
Texas,6/2020,Summer,Summer 2020,Q2,Q2 2020,"2,030",
Texas,7/2020,Summer,Summer 2020,Q3,Q3 2020,"2,065",
Texas,8/2020,Summer,Summer 2020,Q3,Q3 2020,"2,080",
Texas,9/2020,Autumn,Autumn 2020,Q3,Q3 2020,"2,025",
Texas,10/2020,Autumn,Autumn 2020,Q4,Q4 2020,"2,105",
Texas,11/2020,Autumn,Autumn 2020,Q4,Q4 2020,"2,035",
Texas,12/2020,Winter,Winter 2020,Q4,Q4 2020,"2,125",
Texas,1/2021,Winter,Winter 2021,Q1,Q1 2021,"2,160",
Texas,2/2021,Winter,Winter 2021,Q1,Q1 2021,"1,955",
Texas,3/2021,Spring,Spring 2021,Q1,Q1 2021,"2,180",
Texas,4/2021,Spring,Spring 2021,Q2,Q2 2021,"2,155",
Texas,5/2021,Spring,Spring 2021,Q2,Q2 2021,"2,175",
Texas,6/2021,Summer,Summer 2021,Q2,Q2 2021,"2,055",
Texas,7/2021,Summer,Summer 2021,Q3,Q3 2021,"2,090",
Texas,8/2021,Summer,Summer 2021,Q3,Q3 2021,"2,035",
Texas,9/2021,Autumn,Autumn 2021,Q3,Q3 2021,"1,985",
Texas,10/2021,Autumn,Autumn 2021,Q4,Q4 2021,"2,105",
Texas,11/2021,Autumn,Autumn 2021,Q4,Q4 2021,"2,030",
Texas,12/2021,Winter,Winter 2021,Q4,Q4 2021,"2,150",
Texas,1/2022,Winter,Winter 2022,Q1,Q1 2022,"2,195",
Texas,2/2022,Winter,Winter 2022,Q1,Q1 2022,"1,985",
Texas,3/2022,Spring,Spring 2022,Q1,Q1 2022,"2,245",
Texas,4/2022,Spring,Spring 2022,Q2,Q2 2022,"2,180",
Texas,5/2022,Spring,Spring 2022,Q2,Q2 2022,"2,225",
Texas,6/2022,Summer,Summer 2022,Q2,Q2 2022,"2,115",
Texas,7/2022,Summer,Summer 2022,Q3,Q3 2022,"2,125",
Texas,8/2022,Summer,Summer 2022,Q3,Q3 2022,"2,115",
Texas,9/2022,Autumn,Autumn 2022,Q3,Q3 2022,"2,050",
Texas,10/2022,Autumn,Autumn 2022,Q4,Q4 2022,"2,160",
Texas,11/2022,Autumn,Autumn 2022,Q4,Q4 2022,"2,065",
Texas,12/2022,Winter,Winter 2022,Q4,Q4 2022,"2,135",
Texas,1/2023,Winter,Winter 2023,Q1,Q1 2023,"2,230",
Texas,2/2023,Winter,Winter 2023,Q1,Q1 2023,"2,025",
Texas,3/2023,Spring,Spring 2023,Q1,Q1 2023,"2,280",
Texas,4/2023,Spring,Spring 2023,Q2,Q2 2023,"2,190",
Texas,5/2023,Spring,Spring 2023,Q2,Q2 2023,"2,240",
Texas,6/2023,Summer,Summer 2023,Q2,Q2 2023,"2,095",
Texas,7/2023,Summer,Summer 2023,Q3,Q3 2023,"2,110",
Texas,8/2023,Summer,Summer 2023,Q3,Q3 2023,"2,110",
Texas,9/2023,Autumn,Autumn 2023,Q3,Q3 2023,"2,095",
Texas,10/2023,Autumn,Autumn 2023,Q4,Q4 2023,"2,175",
Texas,11/2023,Autumn,Autumn 2023,Q4,Q4 2023,"2,090",
Texas,12/2023,Winter,Winter 2023,Q4,Q4 2023,"2,170",
Texas,1/2024,Winter,Winter 2024,Q1,Q1 2024,"2,195",
Texas,2/2024,Winter,Winter 2024,Q1,Q1 2024,"2,110",
Texas,3/2024,Spring,Spring 2024,Q1,Q1 2024,"2,225",
Texas,4/2024,Spring,Spring 2024,Q2,Q2 2024,"2,135",
Texas,5/2024,Spring,Spring 2024,Q2,Q2 2024,"2,235",
Texas,6/2024,Summer,Summer 2024,Q2,Q2 2024,"2,110",
Texas,7/2024,Summer,Summer 2024,Q3,Q3 2024,"2,155",
Texas,8/2024,Summer,Summer 2024,Q3,Q3 2024,"2,155",
Texas,9/2024,Autumn,Autumn 2024,Q3,Q3 2024,"2,085",
Texas,10/2024,Autumn,Autumn 2024,Q4,Q4 2024,"2,225",
Texas,11/2024,Autumn,Autumn 2024,Q4,Q4 2024,"2,110",
Texas,12/2024,Winter,Winter 2024,Q4,Q4 2024,"2,195",
Texas,1/2025,Winter,Winter 2025,Q1,Q1 2025,"2,190",
Texas,2/2025,Winter,Winter 2025,Q1,Q1 2025,"2,040",
Texas,3/2025,Spring,Spring 2025,Q1,Q1 2025,"2,275",
Texas,4/2025,Spring,Spring 2025,Q2,Q2 2025,"2,190",
Texas,5/2025,Spring,Spring 2025,Q2,Q2 2025,"2,265",
Texas,6/2025,Summer,Summer 2025,Q2,Q2 2025,"2,160",
Texas,7/2025,Summer,Summer 2025,Q3,Q3 2025,"2,205",
Texas,8/2025,Summer,Summer 2025,Q3,Q3 2025,"2,190",
Texas,9/2025,Autumn,Autumn 2025,Q3,Q3 2025,"2,125",
Texas,10/2025,Autumn,Autumn 2025,Q4,Q4 2025,"2,205",
Texas,11/2025,Autumn,Autumn 2025,Q4,Q4 2025,"2,125",
Texas,12/2025,Winter,Winter 2025,Q4,Q4 2025,"2,205",
Texas,1/2026,Winter,Winter 2026,Q1,Q1 2026,"2,235",
Texas,2/2026,Winter,Winter 2026,Q1,Q1 2026,"2,045",
