state-name,month,season,season and year,quadrant ,quadrant + year,milk production per cow,avg heat index
New Mexico,7/2019,Summer,Summer 2019,Q3,Q3 2019,"2,130",
New Mexico,8/2019,Summer,Summer 2019,Q3,Q3 2019,"2,085",
New Mexico,9/2019,Autumn,Autumn 2019,Q3,Q3 2019,"2,030",
New Mexico,10/2019,Autumn,Autumn 2019,Q4,Q4 2019,"2,040",
New Mexico,11/2019,Autumn,Autumn 2019,Q4,Q4 2019,"1,970",
New Mexico,12/2019,Winter,Winter 2019,Q4,Q4 2019,"2,070",
New Mexico,1/2020,Winter,Winter 2020,Q1,Q1 2020,"2,135",
New Mexico,2/2020,Winter,Winter 2020,Q1,Q1 2020,"2,025",
New Mexico,3/2020,Spring,Spring 2020,Q1,Q1 2020,"2,195",
New Mexico,4/2020,Spring,Spring 2020,Q2,Q2 2020,"2,100",
New Mexico,5/2020,Spring,Spring 2020,Q2,Q2 2020,"2,030",
New Mexico,6/2020,Summer,Summer 2020,Q2,Q2 2020,"1,980",
New Mexico,7/2020,Summer,Summer 2020,Q3,Q3 2020,"2,015",
New Mexico,8/2020,Summer,Summer 2020,Q3,Q3 2020,"2,055",
New Mexico,9/2020,Autumn,Autumn 2020,Q3,Q3 2020,"2,025",
New Mexico,10/2020,Autumn,Autumn 2020,Q4,Q4 2020,"2,065",
New Mexico,11/2020,Autumn,Autumn 2020,Q4,Q4 2020,"1,995",
New Mexico,12/2020,Winter,Winter 2020,Q4,Q4 2020,"2,100",
New Mexico,1/2021,Winter,Winter 2021,Q1,Q1 2021,"2,140",
New Mexico,2/2021,Winter,Winter 2021,Q1,Q1 2021,"1,955",
New Mexico,3/2021,Spring,Spring 2021,Q1,Q1 2021,"2,165",
New Mexico,4/2021,Spring,Spring 2021,Q2,Q2 2021,"2,140",
New Mexico,5/2021,Spring,Spring 2021,Q2,Q2 2021,"2,120",
New Mexico,6/2021,Summer,Summer 2021,Q2,Q2 2021,"2,040",
New Mexico,7/2021,Summer,Summer 2021,Q3,Q3 2021,"2,020",
New Mexico,8/2021,Summer,Summer 2021,Q3,Q3 2021,"1,980",
New Mexico,9/2021,Autumn,Autumn 2021,Q3,Q3 2021,"1,940",
New Mexico,10/2021,Autumn,Autumn 2021,Q4,Q4 2021,"2,020",
New Mexico,11/2021,Autumn,Autumn 2021,Q4,Q4 2021,"1,960",
New Mexico,12/2021,Winter,Winter 2021,Q4,Q4 2021,"2,060",
New Mexico,1/2022,Winter,Winter 2022,Q1,Q1 2022,"2,150",
New Mexico,2/2022,Winter,Winter 2022,Q1,Q1 2022,"1,955",
New Mexico,3/2022,Spring,Spring 2022,Q1,Q1 2022,"2,215",
New Mexico,4/2022,Spring,Spring 2022,Q2,Q2 2022,"2,125",
New Mexico,5/2022,Spring,Spring 2022,Q2,Q2 2022,"2,165",
New Mexico,6/2022,Summer,Summer 2022,Q2,Q2 2022,"2,050",
New Mexico,7/2022,Summer,Summer 2022,Q3,Q3 2022,"2,065",
New Mexico,8/2022,Summer,Summer 2022,Q3,Q3 2022,"2,040",
New Mexico,9/2022,Autumn,Autumn 2022,Q3,Q3 2022,"1,970",
New Mexico,10/2022,Autumn,Autumn 2022,Q4,Q4 2022,"2,030",
New Mexico,11/2022,Autumn,Autumn 2022,Q4,Q4 2022,"1,960",
New Mexico,12/2022,Winter,Winter 2022,Q4,Q4 2022,"2,045",
New Mexico,1/2023,Winter,Winter 2023,Q1,Q1 2023,"2,155",
New Mexico,2/2023,Winter,Winter 2023,Q1,Q1 2023,"1,955",
New Mexico,3/2023,Spring,Spring 2023,Q1,Q1 2023,"2,220",
New Mexico,4/2023,Spring,Spring 2023,Q2,Q2 2023,"2,135",
New Mexico,5/2023,Spring,Spring 2023,Q2,Q2 2023,"2,160",
New Mexico,6/2023,Summer,Summer 2023,Q2,Q2 2023,"2,000",
New Mexico,7/2023,Summer,Summer 2023,Q3,Q3 2023,"1,995",
New Mexico,8/2023,Summer,Summer 2023,Q3,Q3 2023,"2,005",
New Mexico,9/2023,Autumn,Autumn 2023,Q3,Q3 2023,"1,960",
New Mexico,10/2023,Autumn,Autumn 2023,Q4,Q4 2023,"2,000",
New Mexico,11/2023,Autumn,Autumn 2023,Q4,Q4 2023,"1,950",
New Mexico,12/2023,Winter,Winter 2023,Q4,Q4 2023,"2,045",
New Mexico,1/2024,Winter,Winter 2024,Q1,Q1 2024,"2,130",
New Mexico,2/2024,Winter,Winter 2024,Q1,Q1 2024,"2,030",
New Mexico,3/2024,Spring,Spring 2024,Q1,Q1 2024,"2,200",
New Mexico,4/2024,Spring,Spring 2024,Q2,Q2 2024,"2,120",
New Mexico,5/2024,Spring,Spring 2024,Q2,Q2 2024,"2,170",
New Mexico,6/2024,Summer,Summer 2024,Q2,Q2 2024,"2,020",
New Mexico,7/2024,Summer,Summer 2024,Q3,Q3 2024,"2,055",
New Mexico,8/2024,Summer,Summer 2024,Q3,Q3 2024,"2,010",
New Mexico,9/2024,Autumn,Autumn 2024,Q3,Q3 2024,"1,970",
New Mexico,10/2024,Autumn,Autumn 2024,Q4,Q4 2024,"2,055",
New Mexico,11/2024,Autumn,Autumn 2024,Q4,Q4 2024,"1,960",
New Mexico,12/2024,Winter,Winter 2024,Q4,Q4 2024,"2,060",
New Mexico,1/2025,Winter,Winter 2025,Q1,Q1 2025,"2,120",
New Mexico,2/2025,Winter,Winter 2025,Q1,Q1 2025,"1,975",
New Mexico,3/2025,Spring,Spring 2025,Q1,Q1 2025,"2,215",
New Mexico,4/2025,Spring,Spring 2025,Q2,Q2 2025,"2,130",
New Mexico,5/2025,Spring,Spring 2025,Q2,Q2 2025,"2,165",
New Mexico,6/2025,Summer,Summer 2025,Q2,Q2 2025,"2,035",
New Mexico,7/2025,Summer,Summer 2025,Q3,Q3 2025,"2,065",
New Mexico,8/2025,Summer,Summer 2025,Q3,Q3 2025,"2,035",
New Mexico,9/2025,Autumn,Autumn 2025,Q3,Q3 2025,"1,980",
New Mexico,10/2025,Autumn,Autumn 2025,Q4,Q4 2025,"2,020",
New Mexico,11/2025,Autumn,Autumn 2025,Q4,Q4 2025,"1,955",
New Mexico,12/2025,Winter,Winter 2025,Q4,Q4 2025,"2,050",
New Mexico,1/2026,Winter,Winter 2026,Q1,Q1 2026,"2,115",
New Mexico,2/2026,Winter,Winter 2026,Q1,Q1 2026,"1,970",
